ef,recall,Cal
1.0,0.268,438.59649122807014
2.0,0.49,164.0958319658681
3.0,0.6080000000000001,114.39029970258522
4.0,0.73,86.98677800974252
5.0,0.762,76.70476336580501
6.0,0.7900000000000001,68.48376934666483
7.0,0.8140000000000001,61.923338906433834
8.0,0.8380000000000001,56.182931625372206
9.0,0.87,51.61290322580645
10.0,0.878,48.153320171425825
11.0,0.892,44.82897745102434
12.0,0.902,42.233296731142836
13.0,0.9079999999999999,40.05286978812032
14.0,0.9200000000000002,37.71592366297051
15.0,0.9259999999999999,36.21744956720148
16.0,0.938,34.85413544317033
17.0,0.948,33.403480642682965
18.0,0.9520000000000001,32.24038430538092
19.0,0.9599999999999999,30.957835428146865
20.0,0.9659999999999997,29.792051480664956
21.0,0.9659999999999997,28.6697247706422
22.0,0.9679999999999999,27.719259341390398
23.0,0.9679999999999999,26.77519545892685
24.0,0.9739999999999999,25.91479216336685
25.0,0.9760000000000001,25.207330291648812
26.0,0.9800000000000001,24.42419949686149
27.0,0.9800000000000001,23.74958438227331
28.0,0.9800000000000001,23.06007148622161
29.0,0.9800000000000001,22.501743885151097
30.0,0.9840000000000001,21.920690940178435
31.0,0.9840000000000001,21.458766979249372
32.0,0.9840000000000001,20.83463549805196
33.0,0.9840000000000001,20.33388234815673
34.0,0.9860000000000001,19.90049751243781
35.0,0.9860000000000001,19.54957772912105
36.0,0.9860000000000001,19.16479809885203
37.0,0.988,18.781811693555962
38.0,0.988,18.393172454384935
39.0,0.988,18.024188460914548
40.0,0.988,17.65973227845866
41.0,0.988,17.333125335829305
42.0,0.988,17.055823711006123
43.0,0.99,16.7238063383226
44.0,0.992,16.445204578344953
45.0,0.996,16.169717353340662
46.0,0.996,15.899009491708666
47.0,0.996,15.650676891775568
48.0,0.996,15.436863229391788
49.0,0.996,15.216994339278106
50.0,0.996,14.98441620714457
51.0,0.996,14.75775150898009
52.0,0.996,14.550110580840414
53.0,0.996,14.349672827459534
54.0,0.996,14.175750960407129
55.0,0.996,13.999132053812662
56.0,0.996,13.813681069731462
57.0,0.996,13.665122507823284
58.0,0.996,13.488177612322799
59.0,0.996,13.31593384644065
60.0,0.996,13.1516650007891
61.0,0.996,12.978922230297997
62.0,0.996,12.836146588794044
63.0,0.996,12.686169537969706
64.0,0.996,12.545949540190948
65.0,0.996,12.41280007944192
66.0,0.996,12.274456855284154
67.0,0.996,12.14152157548384
68.0,0.996,12.008117487421497
69.0,0.996,11.895840024743347
70.0,0.998,11.763045217145814
71.0,0.998,11.661127631041923
72.0,0.998,11.53203021391916
73.0,0.998,11.429093901435493
74.0,0.998,11.323745895142112
75.0,0.998,11.21717573949231
76.0,0.998,11.128917378917379
77.0,0.998,11.031682993557498
78.0,1.0,10.930036834224131
79.0,1.0,10.83470572939239
80.0,1.0,10.74379277372498
81.0,1.0,10.65825375170532
82.0,1.0,10.576079024462471
83.0,1.0,10.484378276368211
84.0,1.0,10.406585287169722
85.0,1.0,10.332713370531103
86.0,1.0,10.25052277666161
87.0,1.0,10.161362435475349
88.0,1.0,10.074856181428009
89.0,1.0,10.005903483055002
90.0,1.0,9.922702150249556
91.0,1.0,9.848820603732703
92.0,1.0,9.773929021727444
93.0,1.0,9.705722493982453
94.0,1.0,9.633447329126728
95.0,1.0,9.561966322754612
96.0,1.0,9.489556742804544
97.0,1.0,9.425426029256522
98.0,1.0,9.360841726888083
99.0,1.0,9.298000929800093
100.0,1.0,9.235571728067827
