ef,recall,Cal
1.0,0.5820000000000001,302.6634382566586
2.0,0.7660000000000001,156.9612305760477
3.0,0.8199999999999998,119.51715071112704
4.0,0.8839999999999999,98.3477576711251
5.0,0.9079999999999999,85.69714628502871
6.0,0.9179999999999999,77.60962359332558
7.0,0.9359999999999999,69.56037840845855
8.0,0.938,64.2508352608584
9.0,0.9420000000000001,59.916117435590174
10.0,0.9420000000000001,56.36978579481398
11.0,0.9440000000000001,52.79552293965472
12.0,0.9500000000000002,49.62040391008783
13.0,0.9500000000000002,46.81428772061233
14.0,0.9560000000000001,44.308564845584655
15.0,0.964,42.13009774182676
16.0,0.966,40.18323555412682
17.0,0.966,38.78223773511731
18.0,0.966,37.28004771846108
19.0,0.966,35.94148725874276
20.0,0.97,34.585321989347726
21.0,0.97,33.43251646551436
22.0,0.972,32.304958811177514
23.0,0.972,31.404076249097134
24.0,0.972,30.626933325166153
25.0,0.972,29.759247686218494
26.0,0.972,28.887540803651383
27.0,0.972,28.074903843454337
28.0,0.9739999999999999,27.276198788936775
29.0,0.9739999999999999,26.646770411426136
30.0,0.9739999999999999,25.956496911176867
31.0,0.9739999999999999,25.392955994007263
32.0,0.9739999999999999,24.795437639474336
33.0,0.9739999999999999,24.273022962279722
34.0,0.9739999999999999,23.792529145848203
35.0,0.9739999999999999,23.35193704317773
36.0,0.976,22.8675966155957
37.0,0.976,22.469385462307606
38.0,0.976,21.981886925173654
39.0,0.976,21.610407572286814
40.0,0.976,21.223311685555412
41.0,0.976,20.85418752085419
42.0,0.976,20.51955513604465
43.0,0.976,20.182449342052152
44.0,0.976,19.87281399046105
45.0,0.976,19.60399921584003
46.0,0.976,19.321058021137237
47.0,0.976,19.023703534604117
48.0,0.976,18.708373868143383
49.0,0.976,18.456654546796848
50.0,0.976,18.202337180093924
51.0,0.976,17.9620282722325
52.0,0.976,17.71636105943839
53.0,0.976,17.4681642706168
54.0,0.976,17.25655317606861
55.0,0.976,17.022435570081367
56.0,0.978,16.822838685799844
57.0,0.978,16.63589026966778
58.0,0.978,16.464699683877765
59.0,0.978,16.26280696048138
60.0,0.978,16.066321776292536
61.0,0.978,15.885371161697194
62.0,0.978,15.707710915288315
63.0,0.978,15.516626064828463
64.0,0.978,15.365703749231717
65.0,0.978,15.195720884998783
66.0,0.978,15.052986512524084
67.0,0.978,14.886047307858345
68.0,0.978,14.754920766075486
69.0,0.978,14.608350132935987
70.0,0.978,14.46278003557844
71.0,0.978,14.336917562724015
72.0,0.978,14.211812858848274
73.0,0.978,14.092049265804233
74.0,0.978,13.947584975661464
75.0,0.978,13.822846400530796
76.0,0.978,13.67783233713121
77.0,0.978,13.56704835296033
78.0,0.978,13.459131347662822
79.0,0.978,13.350065415320536
80.0,0.978,13.246436708525408
81.0,0.978,13.145095564844755
82.0,0.978,13.040189865164436
83.0,0.978,12.940628396914954
84.0,0.978,12.826268197268005
85.0,0.978,12.734635662073709
86.0,0.978,12.64990133076962
87.0,0.978,12.553824522640822
88.0,0.978,12.45686809422375
89.0,0.978,12.363843177013143
90.0,0.978,12.278375325376945
91.0,0.978,12.193040212646622
92.0,0.978,12.085468432756453
93.0,0.978,12.008405884118883
94.0,0.978,11.925916208512719
95.0,0.978,11.845534233593934
96.0,0.978,11.765674820279317
97.0,0.978,11.685655857434998
98.0,0.978,11.605640341205826
99.0,0.978,11.537884644229326
100.0,0.978,11.459085335808496
